playerid,dates,handle,ggr,last_12months_segment,Target_CG,bonus
1252502,1/14/2020,2550,393.5,medium,Target,10
1292196,8/16/2019,2549.3,248.51,high,Control Group,0
1269553,9/28/2019,2546,-172,medium,Target,10
1164847,11/28/2019,2543.26,429.37,high,Target,20
1158039,8/19/2019,2542.05,619.7,vip,Target,50
1195690,1/25/2019,2542,-1792.15,high,Control Group,0
1368045,1/1/2020,2542,329.5,high,Target,20
1164847,8/24/2019,2541.11,-31.13,high,Target,20
1237973,1/21/2020,2540.8,543.92,medium,Target,10
1359358,12/3/2019,2540.11,-435.91,medium,Target,10
1302559,1/23/2020,2539.95,42.07,high,Target,20
1170277,2/23/2019,2539,-95.4,high,Target,20
1217510,2/6/2019,2538.45,26.18,high,Control Group,0
1170785,4/20/2019,2537.7,55.6,medium,Target,10
1269553,1/23/2020,2537,377,medium,Target,10
1158039,2/4/2019,2536,-17.9,vip,Target,50
1272983,9/14/2019,2535.8,0.45,high,Target,20
1190747,5/5/2019,2533.5,-293.66,high,Target,20
1165513,6/7/2019,2531.6,204.3,vip,Target,50
1272983,10/9/2019,2528.55,659.5,high,Target,20
1232188,7/2/2019,2528,70,vip,Target,50
1359358,11/26/2019,2526.15,353.03,medium,Target,10
1297604,8/9/2019,2526,89.82,medium,Target,10
1267187,2/22/2019,2525.5,-7.25,high,Target,20
1171041,11/11/2019,2523.45,231,high,Target,20
1201401,4/10/2019,2520.42,-200.83,low,Target,5
1263148,3/16/2019,2516.7,382.03,vip,Target,50
1282791,12/13/2019,2516.55,250.97,medium,Target,10
1272983,5/17/2019,2513.48,-863.5,high,Target,20
1190747,2/2/2019,2510,-148.14,high,Target,20
1302559,1/16/2020,2509.4,-699.74,high,Target,20
1263148,2/5/2020,2509.2,459.6,vip,Target,50
1359358,12/2/2019,2509,51.09,medium,Target,10
1158039,3/7/2019,2507,598.61,vip,Target,50
1171041,9/26/2019,2507,128.39,high,Target,20
1286589,5/25/2019,2506.55,283.31,medium,Target,10
1171041,12/18/2019,2503.15,121.32,high,Target,20
1387425,1/25/2020,2503,151.5,low,Target,5
1464727,1/25/2020,2501.58,199.23,low,Target,5
1128604,5/21/2019,2500.8,-98.36,medium,Target,10
1272983,1/2/2020,2500.75,-859.5,high,Target,20
1267468,5/18/2019,2500,267.05,medium,Target,10
1165513,5/28/2019,2499.8,736.24,vip,Target,50
1267468,7/6/2019,2498,498,medium,Target,10
1270640,2/7/2019,2497.46,270.74,high,Control Group,0
1303970,1/16/2020,2495.9,132.5,medium,Control Group,0
1286019,7/9/2019,2495.16,379.91,medium,Target,10
1406090,11/11/2019,2494.37,-0.21,medium,Control Group,0
1155176,1/29/2020,2494.35,58.37,medium,Control Group,0
1171041,2/2/2019,2493.2,496.56,high,Target,20
1187561,10/15/2019,2491.85,78.7,high,Target,20
1187561,12/8/2019,2490.35,304.33,high,Target,20
1170785,4/18/2019,2487.9,239.77,medium,Target,10
1237560,8/8/2019,2485.5,333.6,vip,Control Group,0
1282791,4/29/2019,2485,699.35,medium,Target,10
1130293,1/12/2020,2484.45,198.84,low,Target,5
1190747,5/11/2019,2478.8,465.82,high,Target,20
1233289,12/18/2019,2478.1,-357.4,medium,Target,10
1195690,2/26/2019,2477,700.2,high,Control Group,0
1445628,12/24/2019,2475.13,227.07,medium,Target,10
1233289,6/12/2019,2472.21,707.08,medium,Target,10
1148931,5/6/2019,2471.76,-75.25,medium,Target,10
1406090,11/22/2019,2471.75,-44.82,medium,Control Group,0
1464727,1/15/2020,2468.3,69.9,low,Target,5
1190747,5/20/2019,2465.05,223,high,Target,20
1171041,12/3/2019,2465,-107.35,high,Target,20
1263148,11/7/2019,2464.83,406.2,vip,Target,50
1272983,12/4/2019,2463.02,99.28,high,Target,20
1233289,5/22/2019,2462.8,272.64,medium,Target,10
1190747,5/31/2019,2462.5,9.88,high,Target,20
1406090,1/10/2020,2461.5,-99.36,medium,Control Group,0
1167420,4/21/2019,2458.85,400.16,vip,Control Group,0
1241121,8/3/2019,2453.8,504,high,Target,20
1263148,1/20/2020,2453.25,438,vip,Target,50
1272983,5/22/2019,2451.11,232.31,high,Target,20
1128604,7/23/2019,2450.65,6.71,medium,Target,10
1270030,3/5/2019,2450,200,high,Control Group,0
1165513,3/5/2019,2449.6,306.18,vip,Target,50
1187561,6/5/2019,2447.2,293.18,high,Target,20
1194792,2/15/2019,2445.56,217.91,high,Target,20
1241121,8/6/2019,2444.32,1178.92,high,Target,20
1148931,5/7/2019,2443,-94.88,medium,Target,10
1171041,3/26/2019,2439.2,137.33,high,Target,20
1428473,1/27/2020,2439,-249.5,high,Target,20
1252502,1/19/2020,2437,316.5,medium,Target,10
1171041,3/3/2019,2436.85,54.05,high,Target,20
1267187,3/9/2019,2435.9,-194.78,high,Target,20
1283833,4/3/2019,2435,207.5,low,Target,5
1187561,11/27/2019,2431.12,363.65,high,Target,20
1187561,2/4/2019,2431,186.59,high,Target,20
1196912,11/1/2019,2430.2,114.9,medium,Target,10
1267468,6/2/2019,2430,102,medium,Target,10
1296808,10/2/2019,2430,81.4,high,Target,20
1267187,4/7/2019,2429.4,-112.51,high,Target,20
1217510,10/15/2019,2427.38,163.08,high,Control Group,0
1419287,2/4/2020,2427,72.7,low,Target,5
1250542,9/14/2019,2426.15,274.05,low,Target,5
1233289,7/5/2019,2425.6,168.21,medium,Target,10
1263148,5/4/2019,2424.9,420.01,vip,Target,50
1155176,2/4/2020,2424.3,433.59,medium,Control Group,0
1128604,5/29/2019,2424.1,-38.86,medium,Target,10
1165513,9/10/2019,2423.5,121.31,vip,Target,50
1241121,8/22/2019,2420.46,987.11,high,Target,20
1267468,5/15/2019,2420,15.25,medium,Target,10
1357184,10/3/2019,2416.71,-179.57,low,Target,5
1160970,1/23/2019,2416.15,277.7,low,Control Group,0
1263148,10/26/2019,2413.56,500,vip,Target,50
1164847,2/9/2019,2412.3,463.18,high,Target,20
1261999,1/20/2020,2412,488,low,Target,5
1165513,10/31/2019,2410.15,417.39,vip,Target,50
1158039,3/8/2019,2408.85,538,vip,Target,50
1165513,5/4/2019,2408.52,360.35,vip,Target,50
1292196,8/15/2019,2408.35,717.44,high,Control Group,0
1171041,10/26/2019,2408.2,669.5,high,Target,20
1263148,1/13/2020,2404.92,406.5,vip,Target,50
1419287,1/24/2020,2404,101,low,Target,5
1233289,1/19/2020,2403,778.14,medium,Target,10
1195690,4/20/2019,2402.75,650,high,Control Group,0
1187561,1/22/2020,2401.6,493.65,high,Target,20
1230001,3/4/2019,2401.2,1008.79,high,Target,20
1194792,2/1/2019,2401,1018,high,Target,20
1230877,10/24/2019,2400,750,high,Target,20
1171041,6/29/2019,2399.2,-172.15,high,Target,20
1187561,3/27/2019,2399,-53.07,high,Target,20
1272983,3/4/2019,2398.2,-299.49,high,Target,20
1155176,1/5/2020,2397.1,319.47,medium,Control Group,0
1148931,5/3/2019,2396.94,-104.83,medium,Target,10
1517877,2/5/2020,2388,323.83,low,Target,5
1187561,9/5/2019,2386.75,168.81,high,Target,20
1164847,1/30/2019,2381.36,186.97,high,Target,20
1217510,7/20/2019,2380.45,-42.52,high,Control Group,0
1296808,10/29/2019,2376.8,300.07,high,Target,20
1406090,1/31/2020,2375.75,69.83,medium,Control Group,0
1267187,2/11/2019,2374.8,227.5,high,Target,20
1406090,2/3/2020,2374.5,-379.75,medium,Control Group,0
1406090,12/31/2019,2371.75,-60.15,medium,Control Group,0
1272983,12/21/2019,2369.3,14.11,high,Target,20
1267187,3/19/2019,2366,-30.2,high,Target,20
1237560,8/1/2019,2366,281.7,vip,Control Group,0
1194792,4/13/2019,2361.92,390.72,high,Target,20
1302559,1/10/2020,2359.4,40.55,high,Target,20
1171041,7/25/2019,2356.65,24.97,high,Target,20
1171041,7/23/2019,2356.6,77.7,high,Target,20
1190747,5/1/2019,2356.4,-152.19,high,Target,20
1194792,5/19/2019,2353.3,241.84,high,Target,20
1217510,5/19/2019,2353.25,195.75,high,Control Group,0
1239225,6/25/2019,2352.3,469.64,low,Target,5
1187561,7/30/2019,2352.15,-564.94,high,Target,20
1230296,11/8/2019,2350,-500,medium,Control Group,0
1263148,8/27/2019,2346.8,1046.3,vip,Target,50
1269553,2/18/2019,2346,-279,medium,Target,10
1368045,1/25/2020,2346,175,high,Target,20
1493906,1/14/2020,2345,-113.5,low,Control Group,0
1158039,7/23/2019,2344.5,72.8,vip,Target,50
1136220,7/30/2019,2338.98,55.55,medium,Control Group,0
1233289,9/30/2019,2338,266.8,medium,Target,10
1272983,1/7/2020,2337.25,-11.33,high,Target,20
1182424,2/9/2019,2336,0,low,Target,5
1291014,5/17/2019,2335,230,low,Target,5
1269553,9/15/2019,2335,-110,medium,Target,10
1158039,6/24/2019,2325.25,136.31,vip,Target,50
1190747,5/14/2019,2324,648.44,high,Target,20
1165513,9/8/2019,2322.62,599.16,vip,Target,50
1263148,8/17/2019,2318.75,220.81,vip,Target,50
1190747,4/24/2019,2314.5,-468.11,high,Target,20
1239210,3/24/2019,2313.65,499.2,medium,Control Group,0
1359358,12/25/2019,2313.35,139.78,medium,Target,10
1187561,3/1/2019,2311.2,-771.8,high,Target,20
1267468,5/16/2019,2311,-0.25,medium,Target,10
1302559,9/24/2019,2310,73.95,high,Target,20
1267468,5/31/2019,2309,-816.25,medium,Target,10
1272983,3/23/2019,2306.15,-321.44,high,Target,20
1190747,9/11/2019,2305,150.4,high,Target,20
1227302,2/1/2019,2303.46,859.8,vip,Target,50
1170277,7/12/2019,2302.25,-149.39,high,Target,20
1190747,1/30/2019,2301.95,94.46,high,Target,20
1359358,1/21/2020,2300.32,563.41,medium,Target,10
1263148,11/11/2019,2296.05,346,vip,Target,50
1464727,2/3/2020,2293.8,100.05,low,Target,5
1158039,8/14/2019,2291.3,687.76,vip,Target,50
1368045,12/10/2019,2291,298.5,high,Target,20
1187561,9/6/2019,2290.95,284.78,high,Target,20
1195690,7/3/2019,2288.65,527.79,high,Control Group,0
1171041,2/26/2019,2287.3,252.1,high,Target,20
1190747,6/21/2019,2286,347.56,high,Target,20
1292196,12/11/2019,2286,-731.65,high,Control Group,0
1263148,12/24/2019,2285.45,752.3,vip,Target,50
1131401,7/4/2019,2282.24,-48.02,medium,Target,10
1195690,4/8/2019,2275.6,430.55,high,Control Group,0
1190747,5/12/2019,2274,311.72,high,Target,20
1259857,3/31/2019,2271.55,196.6,medium,Target,10
1217510,9/29/2019,2268.82,-87.34,high,Control Group,0
1272983,5/16/2019,2267.85,239.83,high,Target,20
1194792,5/20/2019,2266.3,468.38,high,Target,20
1281511,1/1/2020,2265,-170,low,Target,5
1196912,3/7/2019,2264,136.1,medium,Target,10
1223889,7/6/2019,2263.4,-151.38,medium,Target,10
1269298,1/21/2019,2263,1003,medium,Target,10
1251036,7/26/2019,2261.72,-848.44,medium,Control Group,0
1170277,5/19/2019,2261,94.25,high,Target,20
1187561,10/30/2019,2257.3,-1278.97,high,Target,20
1190747,6/15/2019,2255,400.76,high,Target,20
1187561,7/31/2019,2253.6,64.99,high,Target,20
1272983,1/16/2020,2253.35,-498.68,high,Target,20
1237560,11/12/2019,2252.4,106.05,vip,Control Group,0
1187561,8/23/2019,2250.5,312.64,high,Target,20
1167420,1/23/2020,2250.17,181,vip,Control Group,0
1196912,2/23/2019,2248.6,50.05,medium,Target,10
1131432,6/28/2019,2248.25,125.05,medium,Target,10
1194792,3/1/2019,2248,-109.12,high,Target,20
1292721,7/27/2019,2243.25,47.51,low,Target,5
1259556,11/4/2019,2240.13,-115.5,low,Control Group,0
1190747,5/13/2019,2239.1,337.95,high,Target,20
1241121,8/11/2019,2238.88,714.28,high,Target,20
1269553,11/9/2019,2237,419.5,medium,Target,10
1201401,7/25/2019,2235.5,476.07,low,Target,5
1171041,12/26/2019,2235.3,32.85,high,Target,20
1263148,6/21/2019,2233.5,250.13,vip,Target,50
1272983,1/6/2020,2233.3,200.38,high,Target,20
1171041,1/2/2020,2233.2,-505.64,high,Target,20
1190747,4/27/2019,2228.2,480.26,high,Target,20
1187561,1/26/2020,2228.2,390.5,high,Target,20
1131432,7/31/2019,2228,77.75,medium,Target,10
1128604,3/21/2019,2227.4,44.98,medium,Target,10
1276093,2/19/2019,2225,185,medium,Target,10
1171041,1/27/2019,2224.6,-107.84,high,Target,20
1269553,2/20/2019,2221,55,medium,Target,10
1194792,4/21/2019,2220.32,-497.58,high,Target,20
1164847,10/11/2019,2219.76,274.74,high,Target,20
1251036,6/8/2019,2219.6,261.06,medium,Control Group,0
1171041,7/18/2019,2219.6,326.1,high,Target,20
1391374,11/5/2019,2217,-40,medium,Target,10
1187561,9/20/2019,2217,434.39,high,Target,20
1406090,12/8/2019,2216.75,16.1,medium,Control Group,0
1190747,3/30/2019,2212.5,524.86,high,Target,20
1212002,3/22/2019,2212,150,medium,Target,10
1177666,3/12/2019,2211.2,88.68,medium,Control Group,0
1272983,6/23/2019,2210.9,-56.73,high,Target,20
1241121,9/24/2019,2210.26,258.26,high,Target,20
1210671,2/22/2019,2209,199,medium,Target,10
1233289,1/27/2019,2204.8,345.92,medium,Target,10
1241121,8/9/2019,2204.42,905.62,high,Target,20
1270663,4/4/2019,2204.1,239.7,medium,Target,10
1272983,8/7/2019,2203.64,202.44,high,Target,20
1458054,1/15/2020,2203.41,-109.57,low,Target,5
1133225,4/4/2019,2201.9,-155.23,medium,Target,10
1324826,10/29/2019,2200,95,medium,Control Group,0
1165513,10/25/2019,2197.3,85.21,vip,Target,50
1194792,3/2/2019,2196,-246.7,high,Target,20
1196912,3/25/2019,2195.3,120.6,medium,Target,10
1136220,8/9/2019,2193.75,272.29,medium,Control Group,0
1187561,7/27/2019,2193.5,-2218.81,high,Target,20
1359358,12/18/2019,2193.02,76.09,medium,Target,10
1160970,12/17/2019,2192.55,-35.17,low,Control Group,0
1269553,9/11/2019,2192,277,medium,Target,10
1171041,6/5/2019,2190.8,-204.2,high,Target,20
1305477,2/6/2020,2186.88,-156.36,low,Target,5
1391374,11/24/2019,2184.5,143.8,medium,Target,10
1296808,10/13/2019,2182.5,-750,high,Target,20
1170277,4/11/2019,2181.45,224.33,high,Target,20
1165513,4/14/2019,2178.7,333.78,vip,Target,50
1272983,2/6/2020,2178.7,28.04,high,Target,20
1476193,1/14/2020,2178,170,medium,Target,10
1368045,1/15/2020,2177.5,320,high,Target,20
1272983,9/13/2019,2176.85,-314.96,high,Target,20
1195690,1/2/2020,2176.2,430.06,high,Control Group,0
1128604,3/1/2019,2175.7,4.44,medium,Target,10
1148931,6/16/2019,2174.8,140.7,medium,Target,10
1187561,12/12/2019,2174.8,112.2,high,Target,20
1272983,6/8/2019,2173.25,98.6,high,Target,20
1195690,5/1/2019,2173,915,high,Control Group,0
1187561,3/23/2019,2172.6,-329.54,high,Target,20
1263148,1/5/2020,2172.57,680.4,vip,Target,50
1277478,2/24/2019,2172.5,210,low,Target,5
1195690,12/9/2019,2169.65,275.1,high,Control Group,0
1158039,5/29/2019,2160.5,160,vip,Target,50
1187561,10/10/2019,2157.9,-25.62,high,Target,20
1270640,1/25/2019,2156.7,321.28,high,Control Group,0
1303970,1/18/2020,2153.6,75.35,medium,Control Group,0
1187561,11/8/2019,2152.95,-1007.1,high,Target,20
1271992,4/17/2019,2152.6,256.07,low,Target,5
1165513,7/15/2019,2152,245.15,vip,Target,50
1187561,5/19/2019,2150.1,125.41,high,Target,20
1237973,1/27/2020,2150,130.36,medium,Target,10
1230877,11/20/2019,2150,500,high,Target,20
1286589,5/26/2019,2149.75,516.03,medium,Target,10
1296808,9/9/2019,2148.4,800.13,high,Target,20
1368045,11/12/2019,2146.5,199.5,high,Target,20
1165513,12/11/2019,2145.69,347,vip,Target,50
1406090,12/26/2019,2145,128.9,medium,Control Group,0
1267468,4/13/2019,2142,-32,medium,Target,10
1133225,7/27/2019,2141.92,1004.42,medium,Target,10
1160970,2/9/2019,2141.5,51.4,low,Control Group,0
1272983,8/24/2019,2141.1,160.04,high,Target,20
1133225,8/6/2019,2141,53.35,medium,Target,10
1171041,4/22/2019,2139.95,-924.2,high,Target,20
1187561,10/25/2019,2137.3,202.01,high,Target,20
1128604,5/25/2019,2128.6,-32.72,medium,Target,10
1171041,12/27/2019,2126.4,271.11,high,Target,20
1232188,6/30/2019,2126,150,vip,Target,50
1233289,4/3/2019,2124.3,434.4,medium,Target,10
1158039,7/5/2019,2121.3,67.64,vip,Target,50
1194792,5/13/2019,2120,-37.95,high,Target,20
1171041,10/28/2019,2120,-110.8,high,Target,20
1170785,7/23/2019,2119.5,124.84,medium,Target,10
1272983,2/10/2019,2119.45,125.25,high,Target,20
1272983,9/25/2019,2116.45,209.97,high,Target,20
1155176,1/19/2020,2115.65,713.35,medium,Control Group,0
1155176,1/3/2020,2114.9,352.02,medium,Control Group,0
1239225,8/8/2019,2113.6,101.34,low,Target,5
1131432,5/17/2019,2110,-757.3,medium,Target,10
1187561,12/7/2019,2109.1,520.36,high,Target,20
1272983,11/5/2019,2108.39,138.54,high,Target,20
1194792,4/8/2019,2108.16,486.56,high,Target,20
1233289,11/30/2019,2106.5,-94.61,medium,Target,10
1302559,12/1/2019,2105.5,33.88,high,Target,20
1194792,3/27/2019,2102.6,66.3,high,Target,20
1195690,10/22/2019,2093.3,359.91,high,Control Group,0
1170785,3/23/2019,2093.05,440.15,medium,Target,10
1158039,4/14/2019,2092.4,833.32,vip,Target,50
1170785,7/3/2019,2091.55,-801.49,medium,Target,10
1241121,9/30/2019,2086.52,-989.18,high,Target,20
1158039,9/17/2019,2085.75,495.05,vip,Target,50
1158039,5/14/2019,2085.4,119.51,vip,Target,50
1263148,12/27/2019,2085.16,505.81,vip,Target,50
1233289,11/26/2019,2083.6,683.78,medium,Target,10
1187561,3/14/2019,2081.9,291.41,high,Target,20
1158039,1/24/2019,2081.4,7.02,vip,Target,50
1217510,12/13/2019,2081.19,-6.89,high,Control Group,0
1196912,3/12/2019,2080.95,70.3,medium,Target,10
1233289,1/13/2020,2079.2,293.96,medium,Target,10
1254385,11/12/2019,2078,-200,medium,Target,10
1445628,12/22/2019,2077.5,295,medium,Target,10
1296808,10/10/2019,2074.3,918.15,high,Target,20
1167420,4/19/2019,2073.33,411.5,vip,Control Group,0
1490433,1/12/2020,2072.31,29.89,regnodep,Target,5
1171041,12/19/2019,2068.6,-82.8,high,Target,20
1130358,2/8/2019,2067.3,138.1,low,Target,5
1270833,2/1/2019,2065.2,-45.86,low,Target,5
1170785,3/24/2019,2064.6,117.99,medium,Target,10
1165513,8/28/2019,2063.32,421.34,vip,Target,50
1253032,6/20/2019,2060,390,low,Target,5
1196912,6/19/2019,2059.95,151.25,medium,Target,10
1181001,2/4/2019,2057,121,low,Target,5
1292198,5/30/2019,2056.56,-449.19,medium,Target,10
1128604,8/24/2019,2049.9,13.32,medium,Target,10
1171041,8/19/2019,2046.8,132.59,high,Target,20
1259857,4/28/2019,2041.55,292.47,medium,Target,10
1280241,4/17/2019,2041,151,low,Target,5
1263148,12/15/2019,2039.24,1348.59,vip,Target,50
1269553,8/28/2019,2039,469.5,medium,Target,10
1171041,12/17/2019,2039,25.17,high,Target,20
1263148,8/23/2019,2036.35,129.1,vip,Target,50
1133225,12/1/2019,2034,-600.1,medium,Target,10
1209827,3/4/2019,2031,-120,low,Target,5
1233289,11/8/2019,2030.6,729.71,medium,Target,10
1272983,9/30/2019,2029.35,139.68,high,Target,20
1194792,5/12/2019,2025.04,-197.59,high,Target,20
1187561,3/28/2019,2022.3,-979.18,high,Target,20
1244748,3/24/2019,2021.58,221.23,medium,Target,10
1493906,1/21/2020,2021,79,low,Control Group,0
1195690,12/12/2019,2020.95,384.34,high,Control Group,0
1164847,8/21/2019,2020.2,-50.8,high,Target,20
1252502,2/6/2020,2020,199.5,medium,Target,10
1158039,7/14/2019,2019.3,545.57,vip,Target,50
1270640,4/11/2019,2018.25,385.31,high,Control Group,0
1210671,3/20/2019,2018,475,medium,Target,10
1267468,6/9/2019,2016,792,medium,Target,10
1272983,12/12/2019,2015.95,101.6,high,Target,20
1187561,5/12/2019,2012.3,603.37,high,Target,20
1263148,8/15/2019,2012,150.4,vip,Target,50
1296808,10/26/2019,2012,235.49,high,Target,20
1187561,11/4/2019,2011.85,47.85,high,Target,20
1164847,10/2/2019,2011.02,60.1,high,Target,20
1299886,8/9/2019,2009.5,80,low,Control Group,0
1270030,3/19/2019,2009,200,high,Control Group,0
1217251,3/26/2019,2008.3,244.81,medium,Target,10
1187561,6/27/2019,2002.15,82.91,high,Target,20
1517877,2/4/2020,2001.6,-300.55,low,Target,5
1187561,3/3/2019,2001.35,244.9,high,Target,20
1165513,4/6/2019,2001.05,580.7,vip,Target,50
1267468,6/12/2019,1998,544,medium,Target,10
1212002,2/25/2019,1998,500,medium,Target,10
1267468,6/13/2019,1996.5,205.25,medium,Target,10
1148935,7/11/2019,1995.64,65.14,medium,Target,10
1272983,3/24/2019,1994.14,574.42,high,Target,20
1233289,11/7/2019,1992.8,560.36,medium,Target,10
1267187,3/23/2019,1991.7,481.45,high,Target,20
1233289,6/19/2019,1991.46,35.14,medium,Target,10
1196912,3/24/2019,1989.45,-5.6,medium,Target,10
1212002,8/26/2019,1988,150,medium,Target,10
1128604,6/5/2019,1987.2,116.33,medium,Target,10
1272983,1/23/2020,1987.12,-6.49,high,Target,20
1217510,3/25/2019,1984.91,201.91,high,Control Group,0
1194792,5/21/2019,1983,-733.03,high,Target,20
1165513,2/16/2019,1982,-631.6,vip,Target,50
1158039,2/7/2019,1981.75,303.25,vip,Target,50
1406090,12/10/2019,1980.5,-125.02,medium,Control Group,0
1236734,10/27/2019,1980,197.5,low,Target,5
1241216,11/10/2019,1978.8,450.15,low,Control Group,0
1196912,8/22/2019,1976.7,30.7,medium,Target,10
1272983,4/8/2019,1976.63,-254.15,high,Target,20
1272983,5/21/2019,1976.4,-566.68,high,Target,20
1215456,2/24/2019,1975.21,-209.79,low,Control Group,0
1324826,10/30/2019,1975,182.5,medium,Control Group,0
1187561,4/17/2019,1974.2,190.38,high,Target,20
1187561,9/28/2019,1972.82,221.2,high,Target,20
1219211,4/22/2019,1972,-500.45,high,Target,20
1233289,5/31/2019,1971.2,385.46,medium,Target,10
1170785,4/24/2019,1970.11,695,medium,Target,10
1201401,5/22/2019,1969.36,-569.08,low,Target,5
1272983,9/9/2019,1968.65,-239.62,high,Target,20
1233289,3/29/2019,1962.5,206.49,medium,Target,10
1272983,5/18/2019,1962.2,-85.82,high,Target,20
1493221,1/20/2020,1960,102,medium,Target,10
1263148,10/12/2019,1956.62,-7.1,vip,Target,50
1171041,2/18/2019,1955.4,-195.79,high,Target,20
1255673,3/28/2019,1952.75,109.7,medium,Target,10
1160970,2/7/2019,1951,340.2,low,Control Group,0
1252502,1/31/2020,1949,-25,medium,Target,10
1263148,5/2/2019,1948.2,250.26,vip,Target,50
1180308,8/20/2019,1944,-18,low,Target,5
1165513,12/26/2019,1943.95,175.17,vip,Target,50
1165513,5/29/2019,1943.1,201.25,vip,Target,50
1250542,9/10/2019,1942,-150,low,Target,5
1359358,12/26/2019,1940.05,168.47,medium,Target,10
1272983,8/15/2019,1939.9,-995.79,high,Target,20
1187561,7/6/2019,1938.3,-276.35,high,Target,20
1270640,3/6/2019,1936.5,279.55,high,Control Group,0
1187561,12/28/2019,1936.5,133.85,high,Target,20
1272983,8/12/2019,1935.25,-451.3,high,Target,20
1171041,8/20/2019,1934.6,53.35,high,Target,20
1272983,12/18/2019,1932.35,54.26,high,Target,20
1171041,7/31/2019,1932.1,-117.78,high,Target,20
1299413,11/2/2019,1931.62,-409.99,medium,Target,10
1190747,9/6/2019,1928,-179.84,high,Target,20
1263148,6/28/2019,1927.5,495.11,vip,Target,50
1171041,9/3/2019,1926.6,-255.4,high,Target,20
1170785,7/10/2019,1925.8,142.83,medium,Target,10
1343991,12/17/2019,1925,83,vip,Target,50
1263148,2/24/2019,1923.89,256.48,vip,Target,50
1250542,9/30/2019,1923,89.96,low,Target,5
1187561,6/29/2019,1921.15,266.71,high,Target,20
1164847,9/21/2019,1920.6,99.25,high,Target,20
1170277,2/20/2019,1920,-86,high,Target,20
1409639,12/23/2019,1917.62,-6.75,low,Target,5
1258202,3/17/2019,1917.4,15.1,low,Target,5
1128604,6/1/2019,1917,55.6,medium,Target,10
1158039,7/27/2019,1916.32,512.75,vip,Target,50
1269553,11/5/2019,1916,168,medium,Target,10
1187561,2/5/2019,1913.5,-691.77,high,Target,20
1171041,10/23/2019,1911.4,136.7,high,Target,20
1171041,9/23/2019,1910.8,350,high,Target,20
1167420,5/18/2019,1909.69,383.23,vip,Control Group,0
1517877,1/29/2020,1909,100.96,low,Target,5
1343991,11/23/2019,1907.5,99.5,vip,Target,50
1282791,11/13/2019,1903.59,-29.21,medium,Target,10
1128604,4/2/2019,1902.9,105.7,medium,Target,10
1187561,5/23/2019,1900.95,229.98,high,Target,20
1357184,10/2/2019,1900.39,9.36,low,Target,5
1298892,12/30/2019,1898.5,-63.25,medium,Target,10
1165513,6/6/2019,1898.15,342.58,vip,Target,50
1272983,5/4/2019,1897.41,198.92,high,Target,20
1237973,1/17/2020,1896,627.93,medium,Target,10
1165513,4/13/2019,1895.9,236.4,vip,Target,50
1158039,4/13/2019,1895.7,600.16,vip,Target,50
1241121,10/16/2019,1894.18,527.71,high,Target,20
1232188,8/17/2019,1892.5,500.5,vip,Target,50
1170277,9/15/2019,1890,-600.6,high,Target,20
1406090,11/18/2019,1889.5,-98.53,medium,Control Group,0
1164847,1/23/2019,1887.81,396.24,high,Target,20
1406090,11/30/2019,1887.25,-24.04,medium,Control Group,0
1465868,1/12/2020,1887,-278.3,regnodep,Target,5
1187561,8/1/2019,1886.85,685.03,high,Target,20
1272983,9/5/2019,1886.7,426.63,high,Target,20
1299413,12/1/2019,1884.87,536.76,medium,Target,10
1171041,8/12/2019,1884.7,262.74,high,Target,20
1218039,1/27/2019,1883.85,248.02,low,Target,5
1233289,3/25/2019,1883.3,537.75,medium,Target,10
1171041,4/21/2019,1882.45,-235.8,high,Target,20
1201401,4/25/2019,1882,50.2,low,Target,5
1269553,8/24/2019,1880,-32,medium,Target,10
1160970,1/25/2019,1879.6,-134.75,low,Control Group,0
1272983,10/4/2019,1878.8,-46.33,high,Target,20
1302559,11/19/2019,1878.26,105.9,high,Target,20
1263148,2/19/2019,1876.15,207.87,vip,Target,50
1136220,7/17/2019,1874.95,50.02,medium,Control Group,0
1187561,8/24/2019,1874,-276.41,high,Target,20
1272164,1/29/2019,1873.05,80.06,low,Target,5
1171041,11/17/2019,1872.1,33.67,high,Target,20
1217510,5/10/2019,1871.76,125.91,high,Control Group,0
1272983,1/21/2020,1871,528.03,high,Target,20
1272983,1/27/2020,1869.94,249.16,high,Target,20
1128604,5/22/2019,1869.5,95.71,medium,Target,10
1391374,11/14/2019,1869.25,84.95,medium,Target,10
1181743,5/27/2019,1867.68,100.17,low,Target,5
1296808,11/3/2019,1867,400.3,high,Target,20
1232188,1/4/2020,1865.5,206.25,vip,Target,50
1272983,8/18/2019,1865.05,399.97,high,Target,20
1195690,11/12/2019,1864.5,500.56,high,Control Group,0
1164847,11/18/2019,1862.77,113.32,high,Target,20
1274739,5/19/2019,1862.68,299.48,medium,Target,10
1171041,5/9/2019,1862.55,280.01,high,Target,20
1158039,1/18/2020,1862.4,114.93,vip,Target,50
1187561,4/21/2019,1860.9,295.89,high,Target,20
1164847,3/22/2019,1860.78,284.93,high,Target,20
1253032,1/19/2020,1860,200,low,Target,5
1165513,7/10/2019,1856.9,548.2,vip,Target,50
1458054,1/16/2020,1852.75,222.96,low,Target,5
1187561,6/30/2019,1851.8,-88.27,high,Target,20
1232188,1/28/2019,1851.5,320.25,vip,Target,50
1167420,4/28/2019,1849.9,-369.88,vip,Control Group,0
